original_filename,poisoned_filename,label,attack_type,prediction_after_denoiser
95fbd20d0aaf319a.png,0NkTqPmJ2YtcfBtDYlgF.png,826,FGSM_0.03,111
d46216d31908163e.png,0Oaa0C1MzHfaJMbOmwfC.png,896,FGSM_0.05,726
7c754696067fdfa9.png,0PBSASp5DlLU1PtxjgH3.png,765,FGSM_0.05,111
4a1a40a116088962.png,0QEy2mrHaGeyvCbtxXmt.png,598,FGSM_0.04,726
89d8361c6bfe905c.png,0QPaHr2z7U0TAxEWdaDx.png,604,BIM,774
3228a465697fb2cf.png,0QjA9yHtZeB6ptspUHfq.png,840,FGSM_0.05,111
2e541180b2323a5d.png,0RIe6TrRfQaXMJ2XK9iN.png,24,FGSM_0.05,503
8800cff23fade16a.png,0RKbLoicINzT8PoXjgCe.png,532,FGSM_0.03,726
f1a6fdadaa132225.png,0S5a6xW4ZluOZ0ON3dVZ.png,990,FGSM_0.04,917
3bd1ba0432603b28.png,0ShKXsiPN9LmFxW4C0QM.png,921,FGSM_0.03,917
a97274c7e80a1764.png,0T0tcudWjzQYY1hGYtwV.png,866,FGSM_0.04,111
068c5d66662a837a.png,0TwAIENKyraUm5aE46Jd.png,964,FGSM_0.01,726
baeb1300832574aa.png,0VxzZ26y6t7xARwYo1Ra.png,972,FGSM_0.03,917
6740e1e89b5bbab4.png,0WHdDGbbh6aHgTceIJHR.png,981,FGSM_0.02,917
5dbfff56258cf9e6.png,0WgteujMpViJpi2CExDr.png,318,PGD,917
04c1bde5affb7b5b.png,0Wk4Sp3hWbrISiy4BLUc.png,653,FGSM_0.03,726
b3ba6f0352a29b2d.png,0XfpONlgCS4j4uvSQjSD.png,752,FGSM_0.03,917
1cc2caf8e5db27c3.png,0YgJZMrFBjrnUYkm0vvK.png,431,PGD,917
c96358fe7b8eaf28.png,0YrojYK7FazrUdPFRKmh.png,706,BIM,726
6bb6cf032c1286c5.png,0a0Zb39mYNbcpnTEHCYh.png,468,FGSM_0.01,111
6841e385fe79177f.png,0aBXmezNM2EJcJSVFzPq.png,830,FGSM_0.01,726
a28beac14b9037da.png,0acE3I4hvkrSGBB5IRys.png,405,FGSM_0.02,503
fc583c08026e3d74.png,0bZRG7JipRJjD1vkYiVu.png,881,FGSM_0.04,917
cd40b0e46c9da574.png,0bwJqfuTXvdKfXOQSx5s.png,662,FGSM_0.03,884
229fbe790098d2e5.png,0cGFAewvbbh1DCwelSQB.png,481,FGSM_0.04,711
b722c809657aecee.png,0dwtXk5iEJ8TuFaCdfJB.png,777,FGSM_0.03,715
a777db736ecdfb65.png,0e03AmJQw6V15uPhKj5h.png,326,BIM,726
1f3f949ccbc81c93.png,0f98tg4JrqXL4OnaJ4lP.png,304,FGSM_0.04,111
48762c2cd2ed47e1.png,0h6r9ckqayFv7QhVNBON.png,755,FGSM_0.02,111
7060ae82e5b96a77.png,0hVRf0E6Bt38ezI3hqN0.png,522,BIM,774
67967c9db11151e0.png,0iLwixdUEK9sGtwpyzQx.png,252,PGD,111
92c73d668e2cd3ce.png,0iMl2Av3aGP3vRqM4UwB.png,859,BIM,917
4d1237ccbd9a5b4b.png,0istZSlY9xpmiyRfHhXh.png,815,FGSM_0.03,917
4fff343244f212cc.png,0jqEJF3n0xN2TqgJ9Ux7.png,821,FGSM_0.05,884
9b4cab2ffb0c0754.png,0kdNzGVqnTYhzj2TAZiE.png,975,PGD,726
55b85f4336d9603a.png,0kk2gGfl2i109QAwTrck.png,880,FGSM_0.05,111
7b8413ef241118df.png,0l79xjFzAe7PWiah0a4a.png,548,FGSM_0.02,726
6896a8b78f404dc8.png,0ll8MTep1jh6WiukMGgs.png,980,PGD,917
11afa51200515f9a.png,0nZUUN52XTHvZkylfgeb.png,826,FGSM_0.05,774
04c1bde5affb7b5b.png,0o80nRE4HVFC9W8bctA2.png,653,BIM,917
1cfa5381359bff9f.png,0oCDbZA5GkCwacSkwddu.png,422,FGSM_0.02,726
d959fd91192d5717.png,0ocQpj48OYw3LhtdaybA.png,629,FGSM_0.04,726
2c9398f44d099e0f.png,0pHGAlYBi9GDNLmnpOUe.png,522,FGSM_0.04,503
c8231978dc765004.png,0pe60dgN7SxQ2YeBTRgO.png,472,FGSM_0.04,726
da4f4d6944d93ae0.png,0pqXCzNKT3LupA6o7vvW.png,735,FGSM_0.02,774
604b54a3b7424d9b.png,0q41ZnjhzL1wRpyV3lMe.png,939,PGD,726
dc12a25cc85ee9cf.png,0r1UdP1kcHUTHDdshGfM.png,647,PGD,917
3f8bf287f20333eb.png,0r3NscO6eagsn9Cznqhf.png,973,FGSM_0.04,917
aa90f93ed6fae139.png,0rJrxpB4PD8D73CiEUX1.png,310,FGSM_0.01,503
f1ce339a44d7a118.png,0rYs45jkqad2yoUbk7f0.png,98,FGSM_0.03,917
b3f200c672c5ca4f.png,0rb59O9Q28HT0LPOOHtW.png,976,FGSM_0.03,503
088560551b91ceb0.png,0roAxnB0Uee7hk7wXzAC.png,983,BIM,726
1d5361e858fe8462.png,0s6YqVThxqgnhJNw0KMo.png,499,FGSM_0.03,726
5dd8e133e66ecd3a.png,0s9c1yQ7f99syLKNviRi.png,142,FGSM_0.01,726
f1ce339a44d7a118.png,0sPQmtqxA7gVOWV6lq6s.png,98,FGSM_0.02,917
4d0c0f35a0c00bdc.png,0sY7bGL8DPKISRmODxWe.png,680,FGSM_0.03,917
d7d5b34ea0a0ffcf.png,0sbOWXjxycbM3Im5og2R.png,878,FGSM_0.03,111
ab8329c28d8538c3.png,0se6oyx98m3QSknQCYkm.png,469,FGSM_0.05,774
6898f889c17f8e16.png,0tcMLpgwvrDKytDBb844.png,888,BIM,111
c43077b2283479be.png,0u7jNCDRqNsPwRLBeJ9P.png,14,FGSM_0.03,726
7a11ae4c1f5e790c.png,0vTQOmXx9J8meKueig38.png,689,BIM,111
7e4c41563370bed1.png,0vuE2Y5Hhh8tCjD3BOW5.png,719,FGSM_0.01,503
01fa4be27dd11b5d.png,0wRlsb53c9pKY75oze6x.png,451,BIM,726
607702d7ef44d081.png,0whFsIVWibWvZb09c2Ut.png,865,FGSM_0.01,766
e570258f1bef4ade.png,0wxm28SNRavP4JZF7zXs.png,367,PGD,774
bb748281da5e8681.png,0x2HHUqpMw6KxXcycU1n.png,348,FGSM_0.05,726
957529a2abaa0581.png,0y74JelmYwiyHbgbkdyx.png,883,FGSM_0.01,726
5d1df4748743d42e.png,0yWtPiEpeyW69LF1NQoh.png,964,FGSM_0.01,111
e9ecdf28dc1d5a85.png,10Wk4u1M8lzYH1gyxvkH.png,609,PGD,917
784232355d49601b.png,114wb13TfatgIkCEzBu9.png,327,FGSM_0.02,917
393d40f3a6a79400.png,11HMqCJpAORqev8tuxqe.png,328,FGSM_0.03,917
592c7424f13b2d29.png,12Pe9LJB2im6dZaM61Ys.png,604,FGSM_0.05,726
c84cbc2c05227bee.png,12ZH4wxLfelonBa6yJXQ.png,437,FGSM_0.04,774
5292f5b36a0789fa.png,13AlA7nqBja18UXxQwgL.png,854,PGD,917
c0e0c11350b8740e.png,13u6JChXKcP6rwQQUgc6.png,319,FGSM_0.03,917
4edeacef9fb8ec90.png,14gShY8HtmG0INGeh3j2.png,719,FGSM_0.03,917
7ca714cdcd5d36d9.png,14k4O87mDwnzxzg2THMc.png,780,FGSM_0.03,726
93394c1f9c4c0053.png,15uRrs6PG4EVMcG04lyQ.png,320,FGSM_0.01,917
06a0e36c443746b5.png,16aI8s9pm1s3l5bqEMH9.png,354,BIM,917
92c3f5e99d8ac862.png,17RyuxooA2oaIwaN3KO4.png,664,FGSM_0.04,726
7a85f42383ec2f81.png,17SeLZfTt67NDRQHpnVS.png,709,FGSM_0.04,111
7d599306068f4594.png,18TqlB4IBMZluh6BSTE6.png,717,FGSM_0.01,774
6bff4ecb94f1f84e.png,18nHgEGAy9ZgVlKMOYQa.png,859,FGSM_0.04,917
ed3573d0c197fbaf.png,19PL2ESI33Hhh7dahoUO.png,848,FGSM_0.03,917
fe1314dd6f75551d.png,1BHuXeeUx1KLqEV5ElDT.png,921,FGSM_0.04,111
f7dd570a0cfe1dcc.png,1BPQ6ZlmjMNkwQVHADx4.png,669,FGSM_0.01,917
37e7dc99bf2704c7.png,1BTSlqRcRNqVgO35Orvy.png,664,FGSM_0.05,111
5224fec9ba33b50d.png,1BpDQd8ld1CPi8rjfCkv.png,604,FGSM_0.02,726
cb71a056a8e05bb2.png,1CDQtmNHJHnF13V4jGdN.png,320,PGD,917
22712d0324d43ef2.png,1DwXTaZ8X2YAI4zCaeGH.png,898,BIM,917
c335ce88293384f2.png,1E0gzw7ivHCs1uxruqq7.png,735,FGSM_0.03,774
60ed157b21d49c4c.png,1EUn0lr3ekS19NXK6VKv.png,755,BIM,111
823f8eae0df2d5c1.png,1EVFtprGSL8aw30cabEf.png,95,FGSM_0.01,726
0aebe24fc257286e.png,1F2jE6KszFSgoywcUTws.png,561,FGSM_0.04,726
7524a7ef9de8edc3.png,1G0strSJgZ6xrtoPjvfv.png,947,FGSM_0.04,726
d959fd91192d5717.png,1GY3C3VryNFCVIqcQ3r7.png,629,PGD,726
83896b9fb7e9c2f8.png,1H36TpmdMIJLNc7PEVku.png,537,FGSM_0.03,111
21554e755b9706d2.png,1Hffne9Vy0wi1w2nA1FB.png,342,FGSM_0.02,917
943274babd06a662.png,1IO5uP0XaOOvXb5T8ZoP.png,669,FGSM_0.05,774
eae13c52554a7783.png,1IWEDZruDzn7KaIR0BtH.png,781,FGSM_0.03,917
acd99e9b7128395a.png,1JLpCf7M1AsU2OzD89w4.png,859,FGSM_0.02,917
d34c51d7523e9c0f.png,1JTZdOHse1U6BWwnjxpV.png,647,FGSM_0.01,111
23f9d18d531eb148.png,1LEcaJ6SxvXeMy0WG5fY.png,479,PGD,726
493694833dc23399.png,1Lj99ZViHzBnI4RDCPvg.png,538,FGSM_0.03,732
e3a740861f12f49e.png,1M7V6Mzq2OdUg0GbwJox.png,820,FGSM_0.01,111
e9ecdf28dc1d5a85.png,1MIOMLMGU8f2BkES0RSH.png,609,FGSM_0.01,917
39a483e9a23716ed.png,1MOnVqQYGmuLq0coIyKe.png,676,PGD,726
abe9504895f6e8dd.png,1N06GNQpRtByYn4a40iM.png,566,FGSM_0.05,503
da4f4d6944d93ae0.png,1NDRxmyeWfmaDyktNnDT.png,735,FGSM_0.03,774
5b974695c09ad165.png,1NSpq2WiYmzx4LR1PLxD.png,991,FGSM_0.01,111
fe92a88132b5d67b.png,1ObVGcIdp2EZlwwdVtX8.png,963,FGSM_0.04,726
79a5625805a08253.png,1OhLC5vswFJbE2fsV2AN.png,766,FGSM_0.01,726
715335d5ddfca1f2.png,1Osj5MhZBkYJG6aVNBlL.png,481,FGSM_0.02,596
869adfbad4e38261.png,1PFYkNNXpyrMA8xwkWtt.png,592,FGSM_0.05,917
8090736c8299ab28.png,1U9vb0oDDio5SUnP73j8.png,980,FGSM_0.02,111
51d1c77f80467b59.png,1UAJIwjvjbF5ixOFMLxU.png,977,FGSM_0.04,917
6896a8b78f404dc8.png,1URv9RoopF6nrXixyP2i.png,980,BIM,917
afe045d68f1a60d0.png,1UfqPMJ0O10XxlBuPyH5.png,990,FGSM_0.03,852
694e7617a4878041.png,1VJXf1XKFEVDaeK4K5OJ.png,884,FGSM_0.05,917
919a6f1d23c6d05e.png,1VSH0ixbwEGpiXinRTLm.png,145,FGSM_0.04,726
f08f34c258228251.png,1VXGFbZOrN3Yx0H6BErc.png,699,FGSM_0.01,917
afe045d68f1a60d0.png,1Wmb0l5eN67qtIfEoAzH.png,990,PGD,579
70a2529a6b2c0d46.png,1XyEEQGxFlV6NUiVl5lZ.png,580,FGSM_0.03,111
d2cc2eabfc7bf54a.png,1Y7MLlR6LtxPsO7O25Ut.png,556,FGSM_0.02,35
4d0c0f35a0c00bdc.png,1YLebjeXTEySjS8rI9On.png,680,FGSM_0.02,917
4d0c0f35a0c00bdc.png,1YU6R7YXTuHvDFnC5urx.png,680,FGSM_0.05,917
f2d36d089779166a.png,1Yd928eySiihSkNX7Gye.png,349,FGSM_0.02,503
9fbeb797de1e1639.png,1YpFf0D5pXi7xQIMpLKS.png,763,PGD,726
e9ecdf28dc1d5a85.png,1ZSQSTxw18HA2Locvq40.png,609,BIM,917
c036b20afde859b7.png,1aMjDNbrGNtkEUETCz7o.png,281,FGSM_0.03,579
1e4bb9fd37654da6.png,1atgFs5prsBGuKXls1oy.png,820,FGSM_0.04,35
f5b0ed0fbb3b5f74.png,1bLSBVrZgezQFMybuje7.png,567,PGD,503
c43077b2283479be.png,1bRLFnY5bRhPG4SVG6dU.png,14,FGSM_0.02,726
362e4ac62cf888f4.png,1cRNxqhJ0y3SQwZcGpIk.png,573,FGSM_0.05,111
f533740a8d4618ce.png,1daoIc4s6BsvaBrcQ3Ox.png,288,FGSM_0.03,774
df874264566c58a9.png,1eoJsFz94DOR4utjrCNl.png,742,BIM,579
89d60f53d478c4f7.png,1fWLsROFiiIohErywpih.png,668,FGSM_0.03,774
d6d42f8a1f6b4460.png,1fb9fcuYPR0SoqiAywlK.png,666,PGD,884
ac295a63ac9d2cd7.png,1fsJaQMHcw75NyKqEzqV.png,693,FGSM_0.01,503
baeb1300832574aa.png,1fyKTr3jU4WZ9wSZhoha.png,972,BIM,917
e22a1c8dab22f256.png,1g894exRm11akSMKe1GW.png,311,FGSM_0.04,111
8400742ba78ac009.png,1geuDIUvfBGZbQ61FINV.png,971,FGSM_0.03,726
69a39406cb1d2ce5.png,1hWuvHVBhxRSAGTrPO4I.png,476,FGSM_0.01,726
84640859ee739095.png,1i8crB6puwa3CgeVVPRV.png,720,FGSM_0.01,726
82179b1d313e0e23.png,1iXLstMCV1JlGhE0OSmS.png,830,FGSM_0.01,726
b76e552d4b3ec0c3.png,1iq7WzliTqeOx1VfgUyP.png,992,FGSM_0.03,774
1a680f33500acb4b.png,1j4CFvyExPCuBQ4DTNHJ.png,932,FGSM_0.01,111
c17d39b1eba4cc03.png,1j7h3K7bxj409M4hwEpJ.png,669,PGD,917
602f2c3749d6021e.png,1kDqlYiV4hdWpbXCDzIk.png,747,FGSM_0.05,111
74b2e35cda75fe27.png,1kZWnsLynWBapbEIbqUK.png,629,FGSM_0.02,917
7d253f78ef6f029a.png,1nB32NSigIl8BC3JSAWM.png,683,BIM,726
f33087679c5e7799.png,1pi1tLqRgMjrogSDwGbj.png,443,FGSM_0.04,917
40a7f086461190f3.png,1qMzEqj2XwAvGDx2T0iB.png,493,FGSM_0.01,579
aa90f93ed6fae139.png,1qkvdx5tm9EjWvXc8KZv.png,310,PGD,503
b722c809657aecee.png,1rJTcPh8OH1Xuqh2utji.png,777,FGSM_0.05,963
5f3ea3c6b683fb57.png,1rwIdU4lsqfVVUS1zH5G.png,773,FGSM_0.03,111
7a51c260ca0e83e7.png,1s8oyUXhzWYFyBV7QEKf.png,548,PGD,726
3f48b1e74589d310.png,1teMoD0Kj5GxxwoAZD9V.png,653,BIM,726
6afe58efa85756dc.png,1uGJOBza9uNVZP1vbqDI.png,929,FGSM_0.01,111
a7151de51c2f1d0b.png,1uO2EFpZpyvZZ4zcX2ad.png,345,PGD,726
2c065d2dc6b2cf44.png,1vrOv19K72G5Rr3Jqboz.png,934,BIM,715
56dbd7d814ef5c58.png,1w6FFqbxlVD73UHxz6Rz.png,254,FGSM_0.03,726
e95ef0aeeab7b496.png,1xkvAALZeXKDfT5SJnI7.png,889,FGSM_0.04,917
a84ead15406596ce.png,1xlxfswn6yJ0JuJ2EYTO.png,480,FGSM_0.04,917
70b9b8ae11327472.png,1xqejtfABgNyzGL0jSd0.png,11,BIM,726
a92babc0a6436d3b.png,1xs18kBeaDc4Jxa0mEiD.png,760,PGD,819
f0dcd519b5499d48.png,20EzCTaqU73aM7c0hkwQ.png,664,FGSM_0.05,111
b0619a61cf135f5e.png,20WnoYYA6U0mQmEyq4Ek.png,985,PGD,111
70b3b833463d20b9.png,20fwDYQ6nfdrK7HVzFzv.png,864,FGSM_0.05,917
7f045354f4577c16.png,21Lu5v7jDYEMjJ135MRi.png,558,FGSM_0.05,917
8f5eda0b6a910b43.png,22OiH4PZMzNBWRg9eslL.png,950,FGSM_0.04,726
715335d5ddfca1f2.png,23HRcgXPqv1GBQ9Qe0Qi.png,481,FGSM_0.04,596
fc583c08026e3d74.png,23qaRSIvjexKCe7RAVQ7.png,881,FGSM_0.01,774
f7dd570a0cfe1dcc.png,23wgrlQQs5nAhP6BhPYv.png,669,FGSM_0.05,917
1733cbc68a2ae05d.png,24ENRjL3T72LuDHOWZrD.png,556,FGSM_0.03,726
4d1237ccbd9a5b4b.png,24F0Qp4dfymQYlLE7vJy.png,815,FGSM_0.05,917
6cc289dc7a8fce86.png,25mVMbendYBDXTtVoIVU.png,158,FGSM_0.04,774
1cbae41091a750dc.png,26q4zu8r6njoD12IEXlT.png,473,FGSM_0.02,111
69788a29e7436808.png,28CzsjJdczXEDoUFWqy7.png,310,FGSM_0.05,111
e9ecdf28dc1d5a85.png,28ibxGBj6OoThTpvV2gV.png,609,FGSM_0.04,917
229fbe790098d2e5.png,28sH7f4DfCIkCazAjZKC.png,481,BIM,726
72d85232abd98067.png,28u4SATCYkoFSpXK0nrJ.png,471,FGSM_0.03,726
03f90f7138f761e8.png,29X14HbjbsqhbPLb7w5r.png,664,PGD,111
cb71a056a8e05bb2.png,2AQ3F6CG8iHuf5Ny0W7q.png,320,FGSM_0.02,917
696f0f6bea562bf8.png,2AcCL61uV5v0Q3Zkhj2y.png,854,FGSM_0.03,774
d7d8fc1442a82a8e.png,2BNVHOzHjwpYFD334PtQ.png,22,FGSM_0.01,726
9455bd672cb9e4bd.png,2BR5gd57UYGt0TWilYYW.png,522,FGSM_0.05,111
7a11ae4c1f5e790c.png,2BkHsAZ4ZomNH3iC1g40.png,689,FGSM_0.04,111
4bdb561770b52424.png,2BsjALUTWypQRrxQhAFH.png,147,PGD,726
868af4a2e614f5ac.png,2Cseu9dmxx5kwCdmBqld.png,718,BIM,111
1cbae41091a750dc.png,2EB4zcKkn9yfdqXeVDwo.png,473,FGSM_0.03,111
f4bde5facfdca0c6.png,2EL4GtLLnu0970vgsHHn.png,788,FGSM_0.04,852
1ebff1b3c8de66de.png,2EOkl08VxG4gL0LYApiF.png,337,FGSM_0.02,726
784232355d49601b.png,2Ejj6pzblDvMIvHlCW2L.png,327,FGSM_0.01,726
4d0c0f35a0c00bdc.png,2F43LP6U1PI9K6bl5L2N.png,680,BIM,917
7b8413ef241118df.png,2Feq9NltUyuyGM1CH6DG.png,548,FGSM_0.01,726
408bae58c26a8076.png,2GeMfJtNnDsmPcaK3gQ8.png,133,FGSM_0.02,726
bb03be3702584eeb.png,2HW0DbiHAutvp3MK6csa.png,672,FGSM_0.01,917
c42c88890b5fc86d.png,2J6ihVEz5G1HVQSbuHSy.png,671,BIM,726
7524a7ef9de8edc3.png,2JwZX99jiCImovoDEhjg.png,947,FGSM_0.05,726
6d2d82bc1ba0a956.png,2K87SB0lPM2lnpST64VS.png,52,FGSM_0.03,111
0546b47c13f154d3.png,2K9nLLBvInZrRiXRtLMp.png,108,PGD,111
a90d9627e2145090.png,2KToMNhMvLhRuqm2j6no.png,426,FGSM_0.05,111
c96358fe7b8eaf28.png,2NVqBN6MusZuHI8ylOpQ.png,706,FGSM_0.02,726
d4579363596fbf21.png,2PXNbhz4papShZG0BtNu.png,833,FGSM_0.01,111
1cc2caf8e5db27c3.png,2PcnqKVfnPRmZf2SSfqp.png,431,FGSM_0.03,726
d7984e6e1a51b3c4.png,2QDBuUNXjIYDqHTA85Gi.png,518,FGSM_0.05,111
da4f4d6944d93ae0.png,2Qk0XqTnQeNGI4NsyAMP.png,735,BIM,774
4d1237ccbd9a5b4b.png,2RQ5g0irjn4rezbUDjyS.png,815,FGSM_0.02,917
9d4674c86096e4bd.png,2SSpTcbz3tJjIIqbXZfo.png,662,FGSM_0.03,111
fecd59b8de8ae6f7.png,2SUseSRtxUbD09EZByFY.png,820,FGSM_0.05,711
cec46dbd1fa3473a.png,2TLOiRh4HukvZgyoHPQH.png,898,FGSM_0.04,726
0bd5123017590e39.png,2UCFmfUfX38lzxSanHAV.png,566,FGSM_0.04,726
90f5385a77a49f77.png,2UEwgDoTiQRBQcBQgjpc.png,704,FGSM_0.04,111
7f3c20f487834846.png,2UGakj8Q1VMCTbmTA6ed.png,408,BIM,111
01244097ca8ffdfa.png,2UoINmz0Qy4O6auDHT64.png,91,FGSM_0.03,726
82b6f0bc71f5d0af.png,2VIpDeOcvq2lkXsBrUrP.png,563,FGSM_0.03,774
fe2edb6cad72d2d2.png,2VQGUMldNCITWj9Xg66R.png,918,FGSM_0.01,774
48762c2cd2ed47e1.png,2X7DI2DfJ2IrSdBVfzJL.png,755,FGSM_0.04,111
d4579363596fbf21.png,2XJRaT7kLDOo04CqhviN.png,833,FGSM_0.02,111
e5948d6294eb8ca3.png,2XMPblbVTzDgNXR9t0sB.png,887,BIM,111
448a738f6dcba07e.png,2Xcb88H6r1vS9cEjdQzA.png,563,PGD,728
8a02b6196885c394.png,2Xm6MSvA264NPohQOcxI.png,760,FGSM_0.04,111
59204d6bb0c234eb.png,2YCINJPOMrq22xbuwgoq.png,418,FGSM_0.03,774
5c847b72d1e1713f.png,2YOVorQaQkThqi1wG6Kx.png,556,FGSM_0.05,774
a64ae1acd9d09a87.png,2Ya03BVheRWUmU2nscME.png,131,FGSM_0.02,111
74bfc95412b2f824.png,2YsPeuuDediLWft7GeGZ.png,672,BIM,111
d740663eeccdcecd.png,2ZHPOmuAtegXuKS1ik3K.png,438,FGSM_0.05,111
784232355d49601b.png,2Zke4SYdURxlgPpBVI8J.png,327,FGSM_0.04,917
4c8a4414419ab0bb.png,2azo7KhZMMbLJzx9GGrF.png,662,FGSM_0.02,884
cc8d850717026796.png,2bBqqS0xxi1R0LkowNG2.png,662,FGSM_0.03,111
9594ef7e0fc79ea8.png,2cFVfoYTteXUNrLWoAYR.png,403,FGSM_0.02,726
30b62313af2b5d74.png,2dAR0k8REl8zN3alefzD.png,316,FGSM_0.01,884
330b9cb3cd80c88b.png,2dvoj11KlRB89aWEuUNJ.png,534,BIM,111
6e840c209f5733d5.png,2eLvd4sJFBV3r6IUxWpn.png,442,BIM,726
d051e0bd46125123.png,2eSIbh1iodyKFxdr71vV.png,669,PGD,726
335e604bbe3eec78.png,2gCTmieGN6nLkJbfC9cy.png,312,BIM,111
f2d36d089779166a.png,2gzYFwmP9JLEVqkqG2Ks.png,349,FGSM_0.05,917
9fbeb797de1e1639.png,2hNk5VW0FsFonVd2Y04f.png,763,FGSM_0.01,726
ba4b978112a20be1.png,2hOynZf5d5MrHCGbea3Q.png,972,FGSM_0.04,917
8c609b06a60af060.png,2i7qI4YTe8mqeYR0gEkw.png,499,BIM,726
73064ceb466612d5.png,2iTkWrAClLkUJ15hmV3X.png,719,PGD,917
7278c2b63080f08c.png,2ihQ5lyvt4N7McAjNdcB.png,349,FGSM_0.01,726
25f85aadcf248cc1.png,2iwzwG7N6e9sKmrL0UrP.png,854,FGSM_0.01,726
038fd7a750733bb5.png,2jlr2rZqKo9H80ttKAFE.png,18,FGSM_0.03,949
c6e0d2ab3bbf4a3e.png,2jr4M2BpqwhsuTNMlZtO.png,706,FGSM_0.03,726
fccfc3563cd562e1.png,2nrcewaLfN9Qc40ETJ35.png,977,PGD,726
dacb07f80166a7fd.png,2o5fBh3vlEY18afLC22D.png,449,FGSM_0.03,917
9876fe92d003c9d4.png,2oayAJodQnP5PDJYLaiI.png,913,PGD,726
0d6463e9a7ef6185.png,2orZYzaACdA1pKEOvMd5.png,771,FGSM_0.01,726
7f842d0c1e747334.png,2pMrx2OVZehfAtSVIThl.png,305,FGSM_0.04,111
e7b61bec5e4ca40e.png,2qHSe1lvyHv4KyRLTHWu.png,324,FGSM_0.04,726
526f322d78bd5b44.png,2s8qB01UxlWmR339C3oF.png,571,FGSM_0.01,720
